#,Time of Day,Thread,Module,API,Return Value,Error,Duration
75924,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000023
75927,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000017
75938,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x790112cd ),DD_OK,,0.0000436
75941,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000027
75948,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000004
75955,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000021
75958,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000013
75961,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000027
75968,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000024
75975,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
75978,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
75982,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x280119ee ),DD_OK,,0.0000338
75985,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
75992,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000022
75999,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
76002,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000023
76008,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000007
76009,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0002742
76012,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000005
76013,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
76030,41:24.1,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000054
76031,41:24.1,1,IGN_TEAS.EXE,timeGetTime (  ),760929,,0.0000018
76033,41:24.1,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.0000024
76037,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000105
76040,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Lock ( 11880, 440, 0x0043c7d0, 0x0043c7e8, 0x0043c7d4, 0x0043c7ec, 0 )",DS_OK,,0.0000071
76043,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Unlock ( 0x0a164108, 440, NULL, 0 )",DS_OK,,0.0000068
76046,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000092
76049,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000008
76050,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.0000287
76053,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.0000029
76060,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.0000078
76067,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000012
76070,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
76073,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.0000021
76080,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000024
76087,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000016
76090,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000011
76095,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0003592
76098,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.0000023
76105,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.0000021
76112,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
76115,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
76118,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.000002
76125,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.0000023
76132,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000018
76135,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
76138,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000006
76139,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000001
76140,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000488
76143,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000023
76150,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000034
76157,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000012
76160,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000012
76165,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000336
76168,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000024
76175,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000022
76182,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000011
76185,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000009
76188,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
76195,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
76202,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
76205,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
76211,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x7a0112cd ),DD_OK,,0.0000975
76214,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000035
76221,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000021
76229,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000011
76232,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
76235,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000019
76246,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
76253,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
76256,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000009
76260,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x290119ee ),DD_OK,,0.000039
76263,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000027
76270,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000023
76277,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
76280,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
76286,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000006
76287,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.000228
76290,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000007
76291,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
76308,41:24.1,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000041
76309,41:24.1,1,IGN_TEAS.EXE,timeGetTime (  ),760935,,0.0000012
76311,41:24.1,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.0000031
76315,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000498
76318,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Lock ( 12320, 440, 0x0043c7d0, 0x0043c7e8, 0x0043c7d4, 0x0043c7ec, 0 )",DS_OK,,0.0000075
76321,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Unlock ( 0x0a1642c0, 440, NULL, 0 )",DS_OK,,0.0000073
76324,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000048
76327,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000008
76328,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.0000223
76331,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.0000027
76338,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.0000028
76345,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000018
76348,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
76351,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.0000024
76358,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000021
76365,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
76368,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
76373,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.000297
76376,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.0000019
76383,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.000002
76390,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
76393,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
76396,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.0000019
76403,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.0000018
76410,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000011
76413,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
76416,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000003
76417,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000001
76418,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.000055
76421,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000042
76428,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000026
76435,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000018
76438,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
76443,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000314
76446,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000025
76453,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000021
76460,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000011
76463,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000009
76466,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
76473,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
76480,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
76483,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
76489,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x7b0112cd ),DD_OK,,0.0000388
76492,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
76499,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
76506,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000027
76509,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.000002
76512,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000026
76519,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000021
76526,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
76529,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
76533,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x2a0119ee ),DD_OK,,0.0000354
76536,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
76543,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
76550,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000002
76553,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000014
76559,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000006
76560,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0009619
76563,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000006
76564,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
76586,41:24.1,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000037
76587,41:24.1,1,IGN_TEAS.EXE,timeGetTime (  ),760943,,0.0000025
76589,41:24.1,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.0000015
76593,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000094
76596,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Lock ( 12760, 440, 0x0043c7d0, 0x0043c7e8, 0x0043c7d4, 0x0043c7ec, 0 )",DS_OK,,0.0000067
76599,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Unlock ( 0x0a164478, 440, NULL, 0 )",DS_OK,,0.0000058
76602,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000053
76605,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000004
76606,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.000024
76609,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.0000022
76616,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.0000051
76623,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000002
76626,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000011
76629,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.0000029
76636,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.000002
76643,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
76646,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
76651,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0002653
76654,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.0000026
76661,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.0000022
76668,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
76671,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
76674,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.000002
76681,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.0000019
76688,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
76691,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
76694,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000003
76695,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000002
76696,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000458
76699,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000021
76706,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
76713,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
76716,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
76721,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000322
76724,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000022
76731,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000021
76738,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000011
76741,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000009
76744,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000018
76751,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
76758,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
76761,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
76767,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x7c0112cd ),DD_OK,,0.0000254
76770,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000021
76777,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000018
76784,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
76787,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
76790,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000019
76797,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000018
76804,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
76807,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
76811,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x2b0119ee ),DD_OK,,0.0000238
76814,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000019
76821,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
76828,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
76831,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
76837,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000006
76838,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0035359
76841,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000005
76842,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
76859,41:24.1,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000094
76860,41:24.1,1,IGN_TEAS.EXE,timeGetTime (  ),760951,,0.0000033
76862,41:24.1,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.0000018
76867,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.000008
76870,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Lock ( 13200, 440, 0x0043c7d0, 0x0043c7e8, 0x0043c7d4, 0x0043c7ec, 0 )",DS_OK,,0.0000057
76876,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Unlock ( 0x0a164630, 440, NULL, 0 )",DS_OK,,0.0000053
76880,41:24.1,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000043
76883,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000008
76884,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.0000167
76887,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.0000023
76894,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.000002
76901,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000011
76904,41:24.1,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
76907,41:24.1,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.0000018
